Accession,Length,Family,Genus,Segment,GenBank_Title,Unnamed: 6
NC_010710,4020,Secoviridae,Comovirus,2,"Radish mosaic virus RNA2, complete sequence",
NC_010700,3316,Arenaviridae,Mammarenavirus,S,"Whitewater Arroyo virus segment S, complete sequence",
NC_010702,7141,Arenaviridae,Mammarenavirus,L,"Tamiami virus segment L, complete sequence",
NC_010703,7132,Arenaviridae,Mammarenavirus,L,"Whitewater Arroyo virus segment L, complete sequence",
NC_010661,883,Spinareoviridae,Cypovirus,10,"Heliothis armigera cypovirus 5 segment 10, complete sequence",
NC_010662,1830,Spinareoviridae,Cypovirus,7,"Heliothis armigera cypovirus 5 segment 7, complete sequence",
NC_010663,1066,Spinareoviridae,Cypovirus,9,"Heliothis armigera cypovirus 5 segment 9, complete sequence",
NC_010664,1268,Spinareoviridae,Cypovirus,8,"Heliothis armigera cypovirus 5 segment 8, complete sequence",
NC_010665,1930,Spinareoviridae,Cypovirus,6,"Heliothis armigera cypovirus 5 segment 6, complete sequence",
NC_010666,2797,Spinareoviridae,Cypovirus,5,"Heliothis armigera cypovirus 5 segment 5, complete sequence",
NC_010667,3303,Spinareoviridae,Cypovirus,4,"Heliothis armigera cypovirus 5 segment 4, complete sequence",
NC_010668,3713,Spinareoviridae,Cypovirus,3,"Heliothis armigera cypovirus 5 segment 3, complete sequence",
NC_010669,3905,Spinareoviridae,Cypovirus,2,"Heliothis armigera cypovirus 5 segment 2, complete sequence",
NC_010670,4123,Spinareoviridae,Cypovirus,1,"Heliothis armigera cypovirus 5 segment 1, complete sequence",
NC_010584,3949,Spinareoviridae,Aquareovirus,1,"American grass carp reovirus segment 1, complete sequence",
NC_010585,3876,Spinareoviridae,Aquareovirus,2,"American grass carp reovirus segment 2, complete sequence",
NC_010586,3709,Spinareoviridae,Aquareovirus,3,"American grass carp reovirus segment 3, complete sequence",
NC_010587,2293,Spinareoviridae,Aquareovirus,4,"American grass carp reovirus segment 4, complete sequence",
NC_010588,2237,Spinareoviridae,Aquareovirus,5,"American grass carp reovirus segment 5, complete sequence",
NC_010589,2042,Spinareoviridae,Aquareovirus,6,"American grass carp reovirus segment 6, complete sequence",
NC_010590,1356,Spinareoviridae,Aquareovirus,7,"American grass carp reovirus segment 7, complete sequence",
NC_010591,1305,Spinareoviridae,Aquareovirus,8,"American grass carp reovirus segment 8, complete sequence",
NC_010592,1125,Spinareoviridae,Aquareovirus,9,"American grass carp reovirus segment 9, complete sequence",
NC_010593,912,Spinareoviridae,Aquareovirus,10,"American grass carp reovirus segment 10, complete sequence",
NC_010594,772,Spinareoviridae,Aquareovirus,11,"American grass carp reovirus segment 11, complete sequence",
NC_010561,8530,Closteroviridae,Crinivirus,2,"Bean yellow disorder virus RNA 2, complete sequence",
NC_010560,8965,Closteroviridae,Crinivirus,1,"Bean yellow disorder virus RNA 1, complete sequence",
NC_010562,3357,Arenaviridae,Mammarenavirus,S,"Chapare virus segment S, complete sequence",
NC_010563,7107,Arenaviridae,Mammarenavirus,L,"Chapare virus segment L, complete sequence",
NC_010489,3279,Tospoviridae,Orthotospovirus,S,"Tomato zonate spot virus segment S, complete sequence",
NC_010490,4945,Tospoviridae,Orthotospovirus,M,"Tomato zonate spot virus segment M, complete sequence",
NC_010491,8919,Tospoviridae,Orthotospovirus,L,"Tomato zonate spot virus segment L, complete sequence",
NC_010247,3341,Arenaviridae,Mammarenavirus,S,"Amapari virus segment S, complete sequence",
NC_010253,3343,Arenaviridae,Mammarenavirus,S,"Allpahuayo virus segment S, complete sequence",
NC_010248,3535,Arenaviridae,Mammarenavirus,S,"Oliveros virus segment S, complete sequence",
NC_010249,7053,Arenaviridae,Mammarenavirus,L,"Allpahuayo virus segment L, complete sequence",
NC_010250,7184,Arenaviridae,Mammarenavirus,L,"Oliveros virus segment L, complete sequence",
NC_010251,7046,Arenaviridae,Mammarenavirus,L,"Amapari virus segment L, complete sequence",
NC_010252,7106,Arenaviridae,Mammarenavirus,L,"Cupixi virus segment L, complete sequence",
NC_010254,3332,Arenaviridae,Mammarenavirus,S,"Cupixi virus segment S, complete sequence",
NC_010255,7102,Arenaviridae,Mammarenavirus,L,"Bear Canyon virus segment L, complete sequence",
NC_010256,3339,Arenaviridae,Mammarenavirus,S,"Bear Canyon virus segment S, complete sequence",
NC_009944,2498,Chrysoviridae,Alphachrysovirus,4,"Amasya cherry disease associated chrysovirus segment 4, complete sequence",
NC_009945,2833,Chrysoviridae,Alphachrysovirus,3,"Amasya cherry disease associated chrysovirus segment 3, complete sequence",
NC_009946,3128,Chrysoviridae,Alphachrysovirus,2,"Amasya cherry disease associated chrysovirus segment 2, complete sequence",
NC_009947,3399,Chrysoviridae,Alphachrysovirus,1,"Amasya cherry disease associated chrysovirus segment 1, complete sequence",
NC_009894,6868,Peribunyaviridae,Orthobunyavirus,L,"Akabane virus segment L, complete sequence",
NC_009895,4309,Peribunyaviridae,Orthobunyavirus,M,"Akabane virus segment M, complete sequence",
NC_009896,858,Peribunyaviridae,Orthobunyavirus,S,"Akabane virus segment S, complete sequence",
NC_009608,6413,Rhabdoviridae,Dichorhavirus,1,"Orchid fleck virus genomic RNA, segment RNA 1, complete sequence",
NC_009609,6001,Rhabdoviridae,Dichorhavirus,2,"Orchid fleck virus genomic RNA, segment RNA 2, complete sequence",
NC_009536,2309,Bromoviridae,Ilarvirus,3,"Citrus variegation virus RNA 3, complete genome",
NC_009537,3433,Bromoviridae,Ilarvirus,1,"Citrus variegation virus RNA1, complete sequence",
NC_009538,2914,Bromoviridae,Ilarvirus,2,"Citrus variegation virus RNA2, complete sequence",
NC_009241,1578,Sedoreoviridae,Phytoreovirus,8,"Rice gall dwarf virus segment S8, complete sequence",
NC_009242,1198,Sedoreoviridae,Phytoreovirus,10,"Rice gall dwarf virus segment S10, complete sequence",
NC_009243,3224,Sedoreoviridae,Phytoreovirus,3,"Rice gall dwarf virus segment S3, complete sequence",
NC_009244,3514,Sedoreoviridae,Phytoreovirus,2,"Rice gall dwarf virus segment S2, complete sequence",
NC_009245,1171,Sedoreoviridae,Phytoreovirus,11,"Rice gall dwarf virus segment S11, complete sequence",
NC_009246,1202,Sedoreoviridae,Phytoreovirus,9,"Rice gall dwarf virus segment S9, complete sequence",
NC_009247,2542,Sedoreoviridae,Phytoreovirus,5,"Rice gall dwarf virus segment S5, complete sequence",
NC_009248,4505,Sedoreoviridae,Phytoreovirus,1,"Rice gall dwarf virus segment S1, complete sequence",
NC_009249,2622,Sedoreoviridae,Phytoreovirus,4,"Rice gall dwarf virus segment S4, complete sequence",
NC_009250,1648,Sedoreoviridae,Phytoreovirus,6,"Rice gall dwarf virus segment S6, complete sequence",
NC_009251,1652,Sedoreoviridae,Phytoreovirus,7,"Rice gall dwarf virus segment S7, complete sequence",
NC_009252,853,Sedoreoviridae,Phytoreovirus,12,"Rice gall dwarf virus segment S12, complete sequence",
NC_009032,5403,Secoviridae,Torradovirus,2,"Tomato torrado virus RNA2, complete sequence",
NC_009013,7808,Secoviridae,Torradovirus,1,"Tomato torrado virus RNA1, complete sequence",
NC_008728,1931,Spinareoviridae,Fijivirus,8,"Mal de Rio Cuarto virus segment S8, complete sequence",
NC_008729,3566,Spinareoviridae,Fijivirus,4,"Mal de Rio Cuarto virus segment S4, complete sequence",
NC_008730,3617,Spinareoviridae,Fijivirus,2,"Mal de Rio Cuarto virus segment S2, complete sequence",
NC_008731,2639,Spinareoviridae,Fijivirus,6,"Mal de Rio Cuarto virus segment S6, complete sequence",
NC_008732,3826,Spinareoviridae,Fijivirus,3,"Mal de Rio Cuarto virus segment S3, complete sequence",
NC_008733,4501,Spinareoviridae,Fijivirus,1,"Mal de Rio Cuarto virus segment S1, complete sequence",
NC_008734,1798,Spinareoviridae,Fijivirus,10,"Mal de Rio Cuarto virus segment S10, complete genome",
NC_008735,3162,Spinareoviridae,Fijivirus,5,"Mal de Rio Cuarto virus segment S5, complete genome",
NC_008736,2186,Spinareoviridae,Fijivirus,7,"Mal de Rio Cuarto virus segment S7, complete sequence",
NC_008737,1870,Spinareoviridae,Fijivirus,9,"Mal de Rio Cuarto virus segment 9, complete sequence",
NC_008706,2245,Bromoviridae,Ilarvirus,3,"Strawberry necrotic shock virus RNA 3, complete genome",
NC_008707,2876,Bromoviridae,Ilarvirus,2,"Strawberry necrotic shock virus RNA 2, complete genome",
NC_008708,3429,Bromoviridae,Ilarvirus,1,"Strawberry necrotic shock virus RNA 1, complete genome",
NC_008300,3232,Tospoviridae,Orthotospovirus,S,"Melon yellow spot virus segment S, complete sequence",
NC_008301,3477,Tospoviridae,Orthotospovirus,S,"Capsicum chlorosis virus segment S, complete sequence",
NC_008302,8912,Tospoviridae,Orthotospovirus,L,"Capsicum chlorosis virus segment L, complete sequence",
NC_008303,4823,Tospoviridae,Orthotospovirus,M,"Capsicum chlorosis virus segment M, complete sequence",
NC_008306,8918,Tospoviridae,Orthotospovirus,L,"Melon yellow spot virus segment L, complete sequence",
NC_008307,4815,Tospoviridae,Orthotospovirus,M,"Melon yellow spot virus segment M, complete sequence",
NC_008169,8745,Kitaviridae,Cilevirus,1,"Citrus leprosis virus C RNA-1, complete genome",
NC_008170,4986,Kitaviridae,Cilevirus,2,"Citrus leprosis virus C RNA-2, complete genome",
NC_008171,5792,Sedoreoviridae,Mimoreovirus,1,"Micromonas pusilla reovirus segment 1, complete sequence",
NC_008172,4175,Sedoreoviridae,Mimoreovirus,2,"Micromonas pusilla reovirus segment 2, complete sequence",
NC_008173,3129,Sedoreoviridae,Mimoreovirus,3,"Micromonas pusilla reovirus segment 3, complete sequence",
NC_008174,2833,Sedoreoviridae,Mimoreovirus,4,"Micromonas pusilla reovirus segment 4, complete sequence",
NC_008175,2027,Sedoreoviridae,Mimoreovirus,5,"Micromonas pusilla reovirus segment 5, complete sequence",
NC_008176,1687,Sedoreoviridae,Mimoreovirus,6,"Micromonas pusilla reovirus segment 6, complete sequence",
NC_008177,1556,Sedoreoviridae,Mimoreovirus,7,"Micromonas pusilla reovirus segment 7, complete sequence",
NC_008178,1449,Sedoreoviridae,Mimoreovirus,8,"Micromonas pusilla reovirus segment 8, complete sequence",
NC_008179,1296,Sedoreoviridae,Mimoreovirus,9,"Micromonas pusilla reovirus segment 9, complete sequence",
NC_008180,878,Sedoreoviridae,Mimoreovirus,10,"Micromonas pusilla reovirus segment 10, complete sequence",
NC_008181,741,Sedoreoviridae,Mimoreovirus,11,"Micromonas pusilla reovirus segment 11, complete sequence",
NC_008182,7581,Secoviridae,Sadwavirus,1,"Black raspberry necrosis virus RNA1, complete genome",
NC_008183,6364,Secoviridae,Sadwavirus,2,"Black raspberry necrosis virus RNA2, complete genome",
NC_008037,2593,Bromoviridae,Ilarvirus,2,"Prune dwarf virus RNA 2, complete sequence",
NC_008038,2129,Bromoviridae,Ilarvirus,3,"Prune dwarf virus, complete genome",
NC_008039,3374,Bromoviridae,Ilarvirus,1,"Prune dwarf virus RNA 1, complete sequence",
NC_008040,3105,Nodaviridae,Betanodavirus,1,"Redspotted grouper nervous necrosis virus RNA 1, complete sequence",
NC_008041,1434,Nodaviridae,Betanodavirus,2,"Redspotted grouper nervous necrosis virus RNA 2, complete sequence",
NC_007903,3380,Arenaviridae,Mammarenavirus,S,"Mobala virus segment S, complete sequence",
NC_007904,7325,Arenaviridae,Mammarenavirus,L,"Mobala virus segment L, complete sequence",
NC_007905,3366,Arenaviridae,Mammarenavirus,S,"Ippy virus segment S, complete sequence",
NC_007906,7316,Arenaviridae,Mammarenavirus,L,"Ippy virus segment L, complete sequence",
NC_007736,3740,Sedoreoviridae,Seadornavirus,1,"Liao ning virus segment 1, complete genome",
NC_007737,3055,Sedoreoviridae,Seadornavirus,2,"Liao ning virus segment 2, complete genome",
NC_007738,2404,Sedoreoviridae,Seadornavirus,3,"Liao ning virus segment 3, complete genome",
NC_007739,2062,Sedoreoviridae,Seadornavirus,4,"Liao ning virus segment 4, complete genome",
NC_007740,1870,Sedoreoviridae,Seadornavirus,5,"Liao ning virus segment 5, complete genome",
NC_007741,1750,Sedoreoviridae,Seadornavirus,6,"Liao ning virus segment 6, complete genome",
NC_007742,1208,Sedoreoviridae,Seadornavirus,7,"Liao ning virus segment 7, complete genome",
NC_007743,1147,Sedoreoviridae,Seadornavirus,8,"Liao ning virus segment 8, complete genome",
NC_007744,943,Sedoreoviridae,Seadornavirus,9,"Liao ning virus segment 9, complete genome",
NC_007745,903,Sedoreoviridae,Seadornavirus,10,"Liao ning virus segment 10, complete genome",
NC_007746,897,Sedoreoviridae,Seadornavirus,11,"Liao ning virus segment 11, complete genome",
NC_007747,760,Sedoreoviridae,Seadornavirus,12,"Liao ning virus segment 12, complete genome",
NC_007748,3987,Sedoreoviridae,Orbivirus,1,"Peruvian horse sickness virus segment 1, complete genome",
NC_007749,2856,Sedoreoviridae,Orbivirus,2,"Peruvian horse sickness virus segment 2, complete genome",
NC_007750,2747,Sedoreoviridae,Orbivirus,3,"Peruvian horse sickness virus segment 3, complete genome",
NC_007751,1996,Sedoreoviridae,Orbivirus,4,"Peruvian horse sickness virus segment 4, complete genome",
NC_007752,1695,Sedoreoviridae,Orbivirus,6,"Peruvian horse sickness virus segment 6, complete genome",
NC_007753,1071,Sedoreoviridae,Orbivirus,9,"Peruvian horse sickness virus segment 9, complete genome",
NC_007754,1180,Sedoreoviridae,Orbivirus,8,"Peruvian horse sickness virus segment 8, complete genome",
NC_007755,1784,Sedoreoviridae,Orbivirus,5,"Peruvian horse sickness virus segment 5, complete genome",
NC_007756,1613,Sedoreoviridae,Orbivirus,7,"Peruvian horse sickness virus segment 7, complete genome",
NC_007757,819,Sedoreoviridae,Orbivirus,10,"Peruvian horse sickness virus segment 10, complete genome",
NC_007656,3993,Sedoreoviridae,Orbivirus,1,"Yunnan orbivirus segment 1, complete sequence",
NC_007657,2900,Sedoreoviridae,Orbivirus,2,"Yunnan orbivirus segment 2, complete sequence",
NC_007658,2688,Sedoreoviridae,Orbivirus,3,"Yunnan orbivirus segment 3, complete sequence",
NC_007659,1993,Sedoreoviridae,Orbivirus,4,"Yunnan orbivirus segment 4, complete sequence",
NC_007660,1957,Sedoreoviridae,Orbivirus,5,"Yunnan orbivirus segment 5, complete sequence",
NC_007661,1683,Sedoreoviridae,Orbivirus,6,"Yunnan orbivirus segment 6, complete sequence",
NC_007662,1504,Sedoreoviridae,Orbivirus,7,"Yunnan orbivirus segment 7, complete sequence",
NC_007663,1191,Sedoreoviridae,Orbivirus,8,"Yunnan orbivirus segment 8, complete sequence",
NC_007664,1082,Sedoreoviridae,Orbivirus,9,"Yunnan orbivirus segment 9, complete sequence",
NC_007665,825,Sedoreoviridae,Orbivirus,10,"Yunnan orbivirus segment 10, complete sequence",
NC_007666,3817,Spinareoviridae,Dinovernavirus,1,"Aedes pseudoscutellaris reovirus segment 1, complete sequence",
NC_007667,3752,Spinareoviridae,Dinovernavirus,2,"Aedes pseudoscutellaris reovirus segment 2, complete sequence",
NC_007668,3732,Spinareoviridae,Dinovernavirus,3,"Aedes pseudoscutellaris reovirus segment 3, complete sequence",
NC_007669,3375,Spinareoviridae,Dinovernavirus,4,"Aedes pseudoscutellaris reovirus segment 4, complete sequence",
NC_007670,3227,Spinareoviridae,Dinovernavirus,5,"Aedes pseudoscutellaris reovirus segment 5, complete sequence",
NC_007671,1775,Spinareoviridae,Dinovernavirus,6,"Aedes pseudoscutellaris reovirus segment 6, complete sequence",
NC_007672,1171,Spinareoviridae,Dinovernavirus,7,"Aedes pseudoscutellaris reovirus segment 7, complete sequence",
NC_007673,1151,Spinareoviridae,Dinovernavirus,8,"Aedes pseudoscutellaris reovirus segment 8, complete sequence",
NC_007674,1147,Spinareoviridae,Dinovernavirus,9,"Aedes pseudoscutellaris reovirus segment 9, complete sequence",
NC_007538,2279,Partitiviridae,Betapartitivirus,2,"Rosellinia necatrix partitivirus 1-W8 segment 2, complete genome",
NC_007537,2299,Partitiviridae,Betapartitivirus,1,"Rosellinia necatrix partitivirus 1-W8 segment 1, complete genome",
NC_007543,1350,Sedoreoviridae,Rotavirus,6,"Rotavirus C segment 6, complete sequence",
NC_007544,1270,Sedoreoviridae,Rotavirus,7,"Rotavirus C segment 7, complete sequence",
NC_007545,1037,Sedoreoviridae,Rotavirus,9,"Rotavirus C segment 9, complete sequence",
NC_007546,2736,Sedoreoviridae,Rotavirus,2,"Rotavirus C segment 2, complete sequence",
NC_007547,3309,Sedoreoviridae,Rotavirus,1,"Rotavirus C segment 1, complete sequence",
NC_007569,730,Sedoreoviridae,Rotavirus,10,"Rotavirus C segment 10, complete sequence",?
NC_007570,1353,Sedoreoviridae,Rotavirus,5,"Rotavirus C segment 5, complete sequence",
NC_007571,1063,Sedoreoviridae,Rotavirus,8,"Rotavirus C segment 8, complete sequence",
NC_007572,2283,Sedoreoviridae,Rotavirus,3,"Rotavirus C segment 3, complete sequence",
NC_007574,2166,Sedoreoviridae,Rotavirus,4,"Rotavirus C segment 4, complete sequence",
NC_007582,3947,Spinareoviridae,Aquareovirus,1,"Chum salmon reovirus CS segment 1, complete sequence",
NC_007583,3867,Spinareoviridae,Aquareovirus,2,"Chum salmon reovirus CS segment 2, complete sequence",
NC_007584,3690,Spinareoviridae,Aquareovirus,3,"Chum salmon reovirus CS segment 3, complete sequence",
NC_007533,3773,Spinareoviridae,Mycoreovirus,2,"Mycoreovirus 3 segment S2, complete sequence",
NC_007534,2089,Spinareoviridae,Mycoreovirus,5,"Mycoreovirus 3 segment S5, complete sequence",
NC_007535,4143,Spinareoviridae,Mycoreovirus,1,"Mycoreovirus 3 segment S1, complete sequence",
NC_007536,3310,Spinareoviridae,Mycoreovirus,3,"Mycoreovirus 3 segment S3, complete sequence",
NC_007585,1619,Spinareoviridae,Aquareovirus,4,"Chum salmon reovirus CS segment 4, complete genome",
NC_007586,2242,Spinareoviridae,Aquareovirus,5,"Chum salmon reovirus CS segment 5, complete genome",
NC_007587,1395,Spinareoviridae,Aquareovirus,7,"Chum salmon reovirus CS segment 7, complete genome",
NC_007588,1317,Spinareoviridae,Aquareovirus,8,"Chum salmon reovirus CS segment 8, complete genome",
NC_007589,1118,Spinareoviridae,Aquareovirus,9,"Chum salmon reovirus CS segment 9, complete genome",
NC_007590,985,Spinareoviridae,Aquareovirus,10,"Chum salmon reovirus CS segment 10, complete genome",
NC_007591,783,Spinareoviridae,Aquareovirus,11,"Chum salmon reovirus CS segment 11, complete genome",
NC_007592,2052,Spinareoviridae,Aquareovirus,6,"Chum salmon reovirus CS segment 6, complete genome",
NC_007524,2259,Spinareoviridae,Mycoreovirus,4,"Mycoreovirus 3 segment X, complete sequence",
NC_007525,2030,Spinareoviridae,Mycoreovirus,6,"Mycoreovirus 3 segment 6, complete sequence",
NC_007526,1509,Spinareoviridae,Mycoreovirus,7,"Mycoreovirus 3 segment 7, complete sequence",
NC_007527,1299,Spinareoviridae,Mycoreovirus,8,"Mycoreovirus 3 segment 8, complete sequence",
NC_007528,1226,Spinareoviridae,Mycoreovirus,9,"Mycoreovirus 3 segment 9, complete sequence",
NC_007529,1171,Spinareoviridae,Mycoreovirus,10,"Mycoreovirus 3 segment 10, complete sequence",
NC_007531,1003,Spinareoviridae,Mycoreovirus,11,"Mycoreovirus 3 segment 11, complete sequence",
NC_007532,943,Spinareoviridae,Mycoreovirus,12,"Mycoreovirus 3 segment 12, complete sequence",
NC_007539,3562,Chrysoviridae,Alphachrysovirus,1,"Penicillium chrysogenum virus segment 1, complete genome",
NC_007540,3200,Chrysoviridae,Alphachrysovirus,2,"Penicillium chrysogenum virus segment 2, complete genome",
NC_007541,2976,Chrysoviridae,Alphachrysovirus,3,"Penicillium chrysogenum virus segment 3, complete genome",
NC_007542,2902,Chrysoviridae,Alphachrysovirus,4,"Penicillium chrysogenum virus segment 4, complete genome",
NC_007548,3538,Sedoreoviridae,Rotavirus,1,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007549,2969,Sedoreoviridae,Rotavirus,2,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007550,2512,Sedoreoviridae,Rotavirus,3,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007551,2204,Sedoreoviridae,Rotavirus,4,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007552,1307,Sedoreoviridae,Rotavirus,5,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007553,1287,Sedoreoviridae,Rotavirus,6,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007554,1004,Sedoreoviridae,Rotavirus,7,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007555,932,Sedoreoviridae,Rotavirus,8,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007556,820,Sedoreoviridae,Rotavirus,9,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007557,739,Sedoreoviridae,Rotavirus,10,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007558,649,Sedoreoviridae,Rotavirus,11,"Adult diarrheal rotavirus strain J19, complete genome",?
NC_007573,613,Sedoreoviridae,Rotavirus,11,"Rotavirus C segment 11, complete sequence",
NC_007361,1458,Orthomyxoviridae,Alphainfluenzavirus,6,"Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) neuraminidase (NA) gene, complete cds",
NC_007366,1762,Orthomyxoviridae,Alphainfluenzavirus,4,"Influenza A virus (A/New York/392/2004(H3N2)) segment 4, complete sequence",
NC_007367,1027,Orthomyxoviridae,Alphainfluenzavirus,7,"Influenza A virus (A/New York/392/2004(H3N2)) segment 7, complete sequence",
NC_007368,1467,Orthomyxoviridae,Alphainfluenzavirus,6,"Influenza A virus (A/New York/392/2004(H3N2)) segment 6, complete sequence",
NC_007369,1566,Orthomyxoviridae,Alphainfluenzavirus,5,"Influenza A virus (A/New York/392/2004(H3N2)) segment 5, complete sequence",
NC_007370,890,Orthomyxoviridae,Alphainfluenzavirus,8,"Influenza A virus (A/New York/392/2004(H3N2)) segment 8, complete sequence",
NC_007371,2233,Orthomyxoviridae,Alphainfluenzavirus,3,"Influenza A virus (A/New York/392/2004(H3N2)) segment 3, complete sequence",
NC_007372,2341,Orthomyxoviridae,Alphainfluenzavirus,2,"Influenza A virus (A/New York/392/2004(H3N2)) segment 2, complete sequence",
NC_007373,2341,Orthomyxoviridae,Alphainfluenzavirus,1,"Influenza A virus (A/New York/392/2004(H3N2)) segment 1, complete sequence",
NC_007374,1773,Orthomyxoviridae,Alphainfluenzavirus,4,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 4, complete sequence",
NC_007375,2341,Orthomyxoviridae,Alphainfluenzavirus,2,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 2, complete sequence",
NC_007376,2233,Orthomyxoviridae,Alphainfluenzavirus,3,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 3, complete sequence",
NC_007377,1027,Orthomyxoviridae,Alphainfluenzavirus,7,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 7, complete sequence",
NC_007378,2341,Orthomyxoviridae,Alphainfluenzavirus,1,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 1, complete sequence",
NC_007380,838,Orthomyxoviridae,Alphainfluenzavirus,8,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 8, complete sequence",
NC_007381,1497,Orthomyxoviridae,Alphainfluenzavirus,5,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 5, complete sequence",
NC_007382,1410,Orthomyxoviridae,Alphainfluenzavirus,6,"Influenza A virus (A/Korea/426/1968(H2N2)) segment 6, complete sequence",
NC_007357,2341,Orthomyxoviridae,Alphainfluenzavirus,1,"Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) polymerase (PB2) gene, complete cds",
NC_007358,2341,Orthomyxoviridae,Alphainfluenzavirus,2,"Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds",
NC_007359,2233,Orthomyxoviridae,Alphainfluenzavirus,3,"Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PA) and PA-X protein (PA-X) genes, complete cds",
NC_007360,1565,Orthomyxoviridae,Alphainfluenzavirus,5,"Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) nucleocapsid protein (NP) gene, complete cds",
NC_007362,1760,Orthomyxoviridae,Alphainfluenzavirus,4,"Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) hemagglutinin (HA) gene, complete cds",
NC_007363,1027,Orthomyxoviridae,Alphainfluenzavirus,7,"Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 7, complete sequence",
NC_007364,865,Orthomyxoviridae,Alphainfluenzavirus,8,"Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 8, complete sequence",
NC_007340,8595,Closteroviridae,Crinivirus,1,"Tomato chlorosis virus segment RNA 1, complete sequence",
NC_007341,8247,Closteroviridae,Crinivirus,2,"Tomato chlorosis virus RNA 2, complete genome",
NC_007221,1677,Partitiviridae,Gammapartitivirus,1,"Penicillium stoloniferum virus F segment 1, complete genome",
NC_007222,1500,Partitiviridae,Gammapartitivirus,2,"Penicillium stoloniferum virus F segment 2, complete genome",
NC_007241,2012,Partitiviridae,Alphapartitivirus,1,"Vicia cryptic virus RNA1, complete sequence",
NC_007242,1779,Partitiviridae,Alphapartitivirus,2,"Vicia cryptic virus RNA2, complete genome",
NC_007154,3820,Spinareoviridae,Fijivirus,2,"Fiji disease virus segment 2, complete genome",
NC_007155,3568,Spinareoviridae,Fijivirus,4,"Fiji disease virus chromosome segment 4, complete genome",
NC_007156,1843,Spinareoviridae,Fijivirus,9,"Fiji disease virus segment 9, complete sequence",
NC_007157,2831,Spinareoviridae,Fijivirus,6,"Fiji disease virus segment 6, complete genome",
NC_007158,3623,Spinareoviridae,Fijivirus,3,"Fiji disease virus segment 3, complete genome",
NC_007159,4532,Spinareoviridae,Fijivirus,1,"Fiji disease virus segment 1, complete genome",
NC_007160,3150,Spinareoviridae,Fijivirus,5,"Fiji disease virus segment 5, complete genome",
NC_007161,1959,Spinareoviridae,Fijivirus,8,"Fiji disease virus segment 8, complete genome",
NC_007162,1819,Spinareoviridae,Fijivirus,10,"Fiji disease virus segment 10, complete genome",
NC_007163,2194,Spinareoviridae,Fijivirus,7,"Fiji disease virus segment 7, complete sequence",
NC_006999,3176,Bromoviridae,Bromovirus,1,"Cassia yellow blotch virus RNA1, complete sequence",
NC_007000,2721,Bromoviridae,Bromovirus,2,"Cassia yellow blotch virus RNA2, complete sequence",
NC_007001,2091,Bromoviridae,Bromovirus,3,"Cassia yellow blotch virus RNA3, complete sequence",
NC_006960,2223,Partitiviridae,Betapartitivirus,2,"Pleurotus ostreatus virus 1 RNA-2, complete genome",
NC_006961,2296,Partitiviridae,Betapartitivirus,1,"Pleurotus ostreatus virus 1 RNA-1, complete genome",
NC_006962,7800,Closteroviridae,Crinivirus,1,"Blackberry yellow vein-associated virus RNA1, complete sequence",
NC_006963,7916,Closteroviridae,Crinivirus,2,"Blackberry yellow vein-associated virus RNA2, complete genome",
NC_006964,7496,Secoviridae,Stralarivirus,1,"Strawberry latent ringspot virus RNA1, complete sequence",
NC_006965,3842,Secoviridae,Stralarivirus,2,"Strawberry latent ringspot virus RNA2, complete sequence",
NC_006566,3431,Bromoviridae,Ilarvirus,1,"Fragaria chiloensis latent virus RNA 1, complete genome",
NC_006567,2570,Bromoviridae,Ilarvirus,2,"Fragaria chiloensis latent virus RNA 2, complete genome",
NC_006568,2484,Bromoviridae,Ilarvirus,3,"Fragaria chiloensis latent virus RNA 3, complete sequence",
NC_006574,7271,Arenaviridae,Mammarenavirus,L,"Mopeia virus AN20410 segment L, complete genome",
NC_006575,3427,Arenaviridae,Mammarenavirus,S,"Mopeia virus AN20410 segment S, complete genome",
